layers,lr,batch,val_acc,error,time_s,co2_kg
"(256,)",0.0001,64,0.7705761316872428,0.22942386831275718,0.5931119918823242,3.0123643312023757e-06
"(512, 512, 512, 512, 512, 512)",0.0005,64,0.801440329218107,0.19855967078189296,116.79227232933044,0.00018385189990012502
"(512, 512, 512)",0.01,128,0.8024691358024691,0.19753086419753085,25.675971269607544,4.3746466446533305e-05
"(32, 32, 32, 32)",0.01,256,0.7911522633744856,0.20884773662551437,0.31707167625427246,3.1273583220487956e-06
"(512, 512, 512, 512)",0.005,256,0.8004115226337448,0.19958847736625518,21.948129177093506,3.8218549215912636e-05
"(512, 512, 512, 512, 512, 512)",0.0001,128,0.8137860082304527,0.18621399176954734,63.27647542953491,0.00010325919340697726
"(256, 256)",0.001,32,0.8076131687242798,0.1923868312757202,7.929466009140015,1.4894663400972655e-05
"(256, 256, 256, 256)",0.001,16,0.7983539094650206,0.2016460905349794,24.963993310928345,4.069554702230369e-05
"(32, 32, 32)",0.001,32,0.7880658436213992,0.2119341563786008,0.8375685214996338,3.916227142709454e-06
"(64, 64, 64, 64)",0.001,16,0.7860082304526749,0.21399176954732513,2.793431043624878,6.862618570509217e-06
"(32, 32)",0.01,64,0.7839506172839507,0.21604938271604934,0.3989756107330322,3.2599213458299095e-06
"(512, 512)",0.05,256,0.7695473251028807,0.2304526748971193,8.018529176712036,1.612787358801399e-05
"(32,)",0.05,128,0.7808641975308642,0.21913580246913578,0.16054534912109375,2.9317312883597398e-06
"(128, 128, 128)",0.001,256,0.8034979423868313,0.19650205761316875,3.4131786823272705,8.23448927620783e-06
"(128, 128, 128, 128)",0.01,128,0.7942386831275721,0.20576131687242794,2.8115317821502686,6.98900503747795e-06
"(128, 128, 128, 128)",0.05,32,0.7561728395061729,0.24382716049382713,5.050269842147827,1.0487134003091573e-05
"(128, 128, 128, 128)",0.0001,128,0.7921810699588477,0.20781893004115226,3.4305999279022217,8.242845740971325e-06
"(128, 128, 128, 128, 128)",0.05,128,0.7849794238683128,0.21502057613168724,3.457512378692627,8.359256272625185e-06
"(64, 64, 64)",0.01,16,0.7973251028806584,0.2026748971193416,2.026901960372925,5.750984827655653e-06
"(64, 64)",0.005,256,0.8045267489711934,0.19547325102880664,0.43774843215942383,3.308194251492473e-06
"(256, 256, 256, 256, 256, 256)",0.0005,32,0.8189300411522634,0.18106995884773658,26.66948366165161,4.372277144018237e-05
