layers,lr,batch,val_acc,error,time_s,co2_kg
"(32, 32)",0.01,256,0.8117283950617284,0.18827160493827155,0.18374323844909668,3.0230756510576658e-06
"(64,)",0.005,256,0.7849794238683128,0.21502057613168724,0.1598367691040039,2.924213687608917e-06
"(256, 256)",0.0005,64,0.8189300411522634,0.18106995884773658,8.54958176612854,1.66059665855845e-05
"(32,)",0.01,256,0.7860082304526749,0.21399176954732513,0.12244677543640137,3.002069689738916e-06
"(64,)",0.0001,128,0.7417695473251029,0.2582304526748971,0.21901512145996094,2.862664918174286e-06
