n_layers,n_neurons,learning_rate,batch_size,val_accuracy,error,time_s,co2_kg
6,32,0.005,16,0.7829218106995884,0.21707818930041156,2.5050761699676514,6.417009484286739e-06
5,64,0.0001,32,0.7788065843621399,0.2211934156378601,1.8751814365386963,4.852684720742937e-06
2,256,0.001,32,0.8076131687242798,0.1923868312757202,7.22744083404541,1.4215678709654437e-05
4,512,0.001,32,0.7911522633744856,0.20884773662551437,127.95126366615295,0.0001940118307617549
1,128,0.05,128,0.7890946502057613,0.2109053497942387,0.22682809829711914,2.395724057068679e-06
5,512,0.0005,128,0.8127572016460906,0.18724279835390945,48.51289129257202,7.510102234469953e-05
3,64,0.001,32,0.8076131687242798,0.1923868312757202,1.207927942276001,4.673541852416643e-06
1,512,0.05,256,0.7777777777777778,0.2222222222222222,0.8312861919403076,3.8762569823117815e-06
6,64,0.05,16,0.6327160493827161,0.3672839506172839,1.5537400245666504,5.211598449693124e-06
3,64,0.0001,32,0.7993827160493827,0.2006172839506173,1.1768391132354736,3.6631650167011668e-06
6,256,0.0005,16,0.7849794238683128,0.21502057613168724,41.98749232292175,6.625865440064979e-05
5,256,0.01,32,0.7973251028806584,0.2026748971193416,20.078869342803955,3.364849601392267e-05
5,32,0.0001,256,0.772633744855967,0.22736625514403297,0.38451409339904785,3.2505304478661666e-06
6,256,0.0005,32,0.8189300411522634,0.18106995884773658,25.94713282585144,4.308092195682157e-05
6,128,0.005,16,0.779835390946502,0.220164609053498,13.753834009170532,2.3986112239604828e-05
4,64,0.01,16,0.7890946502057613,0.2109053497942387,2.492759943008423,6.402814583673094e-06
2,32,0.001,32,0.7962962962962963,0.20370370370370372,0.6018397808074951,3.0453936183416817e-06
5,32,0.01,256,0.7777777777777778,0.2222222222222222,0.3740408420562744,3.2323353437568662e-06
3,512,0.0005,64,0.8024691358024691,0.19753086419753085,45.92834782600403,9.203045191195237e-05
1,256,0.005,64,0.7973251028806584,0.2026748971193416,0.5598523616790771,3.2540916631297255e-06
4,64,0.0001,256,0.7860082304526749,0.21399176954732513,0.8403000831604004,3.756267418245757e-06
2,64,0.001,64,0.7911522633744856,0.20884773662551437,0.562211275100708,3.458361712660395e-06
1,128,0.01,256,0.7921810699588477,0.20781893004115226,0.24263691902160645,3.0373139305584374e-06
5,256,0.0005,32,0.7973251028806584,0.2026748971193416,20.97372579574585,3.4314607594965115e-05
4,32,0.0001,32,0.7808641975308642,0.21913580246913578,0.971019983291626,4.191676980552704e-06
1,128,0.001,128,0.7921810699588477,0.20781893004115226,0.2914440631866455,3.1187143264752e-06
1,256,0.0001,256,0.742798353909465,0.257201646090535,0.4762444496154785,3.3708910209439384e-06
3,128,0.001,64,0.7983539094650206,0.2016460905349794,2.6665642261505127,6.70231540172945e-06
