n_layers,n_neurons,learning_rate,batch_size,val_accuracy,error,time_s,co2_kg
4,32,0.01,256,0.7911522633744856,0.20884773662551437,0.6065094470977783,2.4644128067519604e-06
3,256,0.001,32,0.7880658436213992,0.2119341563786008,18.42803430557251,3.104560161014983e-05
1,128,0.0005,64,0.7870370370370371,0.2129629629629629,0.6099212169647217,2.4709771500811234e-06
3,32,0.0005,16,0.7901234567901234,0.2098765432098766,2.0972204208374023,4.88263974308215e-06
1,512,0.01,64,0.779835390946502,0.220164609053498,1.0270562171936035,3.1401023286207864e-06
1,32,0.001,256,0.7736625514403292,0.22633744855967075,0.14186382293701172,1.7283914592649785e-06
3,256,0.0001,128,0.8065843621399177,0.1934156378600823,12.916285753250122,2.3854825870167046e-05
3,256,0.001,256,0.801440329218107,0.19855967078189296,8.313000440597534,1.5745335110729963e-05
2,256,0.005,64,0.8127572016460906,0.18724279835390945,11.550508975982666,2.128321425719172e-05
5,512,0.005,128,0.8076131687242798,0.1923868312757202,69.61864256858826,0.00011608824750256433
3,256,0.001,64,0.7870370370370371,0.2129629629629629,14.220755815505981,2.584524393266178e-05
4,512,0.001,256,0.8127572016460906,0.18724279835390945,31.29264760017395,5.539269561492505e-05
1,32,0.01,128,0.7818930041152263,0.21810699588477367,0.22364521026611328,1.8471061446008908e-06
2,64,0.001,64,0.7911522633744856,0.20884773662551437,0.7244970798492432,2.6530268970350167e-06
3,256,0.01,256,0.7901234567901234,0.2098765432098766,7.259506940841675,1.4526683439261276e-05
4,32,0.005,256,0.7973251028806584,0.2026748971193416,0.4106276035308838,2.1454462665308382e-06
2,256,0.005,32,0.7911522633744856,0.20884773662551437,11.52202320098877,2.061896772261211e-05
3,128,0.0005,64,0.7932098765432098,0.20679012345679015,3.8065621852874756,7.729478990489147e-06
2,128,0.01,32,0.7952674897119342,0.20473251028806583,3.0436906814575195,6.443715248887821e-06
6,128,0.005,128,0.7890946502057613,0.2109053497942387,6.678099632263184,1.2492866227718225e-05
3,256,0.01,32,0.7983539094650206,0.2016460905349794,20.163437366485596,3.4190998610718825e-05
4,128,0.001,64,0.7880658436213992,0.2119341563786008,5.784096717834473,1.1214643959414196e-05
1,128,0.001,128,0.7921810699588477,0.20781893004115226,0.4943733215332031,2.2909053366316403e-06
1,256,0.0001,256,0.742798353909465,0.257201646090535,0.6535513401031494,2.5311769971460576e-06
3,32,0.0001,256,0.73559670781893,0.26440329218106995,0.33316516876220703,2.015109786331265e-06
