layers,lr,batch,val_acc,error,time_s,co2_kg
"(256,)",0.0001,64,0.7705761316872428,0.22942386831275718,0.5754680633544922,2.4285560282448396e-06
"(512, 512, 512, 512, 512, 512)",0.0005,64,0.801440329218107,0.19855967078189296,122.66227340698242,0.00020397661970902054
"(512, 512, 512)",0.01,128,0.8024691358024691,0.19753086419753085,29.852298974990845,5.083927032325829e-05
"(32, 32, 32, 32)",0.01,256,0.7911522633744856,0.20884773662551437,0.3270401954650879,2.004878671366112e-06
"(512, 512, 512, 512)",0.005,256,0.8004115226337448,0.19958847736625518,25.413379669189453,4.473876692077395e-05
"(512, 512, 512, 512, 512, 512)",0.0001,128,0.8137860082304527,0.18621399176954734,70.81945610046387,0.00011799602147242852
"(256, 256)",0.001,32,0.8076131687242798,0.1923868312757202,12.48696756362915,2.203904822802851e-05
"(256, 256, 256, 256)",0.001,16,0.7983539094650206,0.2016460905349794,41.10470771789551,6.764190976415392e-05
"(32, 32, 32)",0.001,32,0.7880658436213992,0.2119341563786008,1.115797758102417,3.2950471248707677e-06
"(64, 64, 64, 64)",0.001,16,0.7860082304526749,0.21399176954732513,3.6929802894592285,7.502803276506477e-06
"(32, 32)",0.01,64,0.7839506172839507,0.21604938271604934,0.5156662464141846,2.3166715329038954e-06
"(512, 512)",0.05,256,0.7695473251028807,0.2304526748971193,11.51150393486023,2.134463725232742e-05
"(32,)",0.05,128,0.7808641975308642,0.21913580246913578,0.19196629524230957,1.797272754923553e-06
"(128, 128, 128)",0.001,256,0.8034979423868313,0.19650205761316875,4.1351158618927,8.735613585761203e-06
"(128, 128, 128, 128)",0.01,128,0.7942386831275721,0.20576131687242794,4.635970115661621,9.293150873830821e-06
"(128, 128, 128, 128)",0.05,32,0.7561728395061729,0.24382716049382713,6.106777191162109,1.1417351348609802e-05
"(128, 128, 128, 128)",0.0001,128,0.7921810699588477,0.20781893004115226,4.385309457778931,8.686721052617417e-06
"(128, 128, 128, 128, 128)",0.05,128,0.7849794238683128,0.21502057613168724,5.067063093185425,9.803788872830428e-06
"(64, 64, 64)",0.01,16,0.7973251028806584,0.2026748971193416,2.6304547786712646,5.743505730425506e-06
"(64, 64)",0.005,256,0.8045267489711934,0.19547325102880664,0.6367592811584473,2.5064888489674906e-06
"(256, 256, 256, 256, 256, 256)",0.0005,32,0.8189300411522634,0.18106995884773658,47.423269271850586,7.897543735823444e-05
"(256, 256, 256)",0.0005,128,0.7993827160493827,0.2006172839506173,12.662624597549438,2.390243992775743e-05
"(256, 256, 256, 256)",0.0001,256,0.8034979423868313,0.19650205761316875,10.94770884513855,2.1152878619415775e-05
"(256, 256, 256, 256)",0.01,16,0.7808641975308642,0.21913580246913578,39.512160301208496,6.510285328856265e-05
"(128, 128, 128, 128, 128, 128)",0.0001,32,0.7901234567901234,0.2098765432098766,11.667206764221191,2.051802821316805e-05
"(128, 128, 128, 128, 128)",0.05,256,0.779835390946502,0.220164609053498,5.686171054840088,1.245356409522632e-05
"(256, 256, 256)",0.0005,64,0.8004115226337448,0.19958847736625518,21.03514528274536,3.710686374897436e-05
"(64, 64, 64, 64, 64, 64)",0.01,32,0.7777777777777778,0.2222222222222222,3.092372417449951,6.521405885795979e-06
"(128, 128, 128, 128)",0.005,128,0.7921810699588477,0.20781893004115226,4.447636604309082,8.786978358535425e-06
"(512, 512, 512, 512, 512)",0.001,16,0.7962962962962963,0.20370370370370372,522.5168504714966,0.0008450942818069391
"(128, 128, 128, 128, 128, 128)",0.0005,64,0.7952674897119342,0.20473251028806583,7.4443440437316895,1.3640193544810385e-05
"(128, 128)",0.01,64,0.7952674897119342,0.20473251028806583,1.9605941772460938,4.686423695581732e-06
"(64,)",0.0005,32,0.7901234567901234,0.2098765432098766,0.6848931312561035,2.6000711176705545e-06
"(256, 256, 256, 256, 256, 256)",0.05,32,0.7911522633744856,0.20884773662551437,49.03933811187744,8.09904396258039e-05
"(256, 256, 256, 256)",0.0005,128,0.808641975308642,0.191358024691358,17.19217014312744,3.1666677106383615e-05
"(32, 32)",0.01,256,0.8117283950617284,0.18827160493827155,0.22457385063171387,1.8398090751377313e-06
"(128, 128, 128)",0.0005,256,0.7952674897119342,0.20473251028806583,4.594489336013794,9.596189077016738e-06
