n_layers,n_neurons,learning_rate,batch_size,val_accuracy,error,time_s,co2_kg
1,256,0.01,256,0.8076131687242798,0.1923868312757202,0.4708895683288574,3.4284238893300314e-06
5,32,0.0005,32,0.7921810699588477,0.20781893004115226,1.2021663188934326,4.315351728690696e-06
4,64,0.01,256,0.7860082304526749,0.21399176954732513,0.7710442543029785,3.731400418214731e-06
3,128,0.0001,32,0.7829218106995884,0.21707818930041156,5.435736894607544,1.1126052193323695e-05
3,128,0.01,64,0.8045267489711934,0.19547325102880664,2.8316545486450195,6.925191585569275e-06
6,32,0.01,128,0.7952674897119342,0.20473251028806583,0.5588517189025879,3.4599387780722874e-06
1,128,0.01,16,0.8065843621399177,0.1934156378600823,0.9023275375366211,3.4884466896054615e-06
5,32,0.005,64,0.801440329218107,0.19855967078189296,0.7339866161346436,3.684167546634822e-06
2,256,0.001,64,0.8127572016460906,0.18724279835390945,6.911463499069214,1.4103841481368904e-05
1,256,0.01,128,0.7993827160493827,0.2006172839506173,0.4599947929382324,3.343777971038621e-06
4,512,0.0005,256,0.7788065843621399,0.2211934156378601,22.958674669265747,3.896168675854776e-05
6,256,0.01,128,0.8055555555555556,0.19444444444444442,17.77195143699646,3.2613282392486274e-05
5,64,0.005,64,0.7818930041152263,0.21810699588477367,1.2494261264801025,4.42170269342606e-06
5,512,0.001,64,0.7808641975308642,0.21913580246913578,96.22910499572754,0.00014503930704941627
5,128,0.005,64,0.7973251028806584,0.2026748971193416,4.5293169021606445,9.494815319135081e-06
5,64,0.005,256,0.7788065843621399,0.2211934156378601,1.0429866313934326,4.328028618716005e-06
4,512,0.0001,32,0.8168724279835391,0.1831275720164609,128.71584463119507,0.00019409801720970962
1,64,0.0001,16,0.7736625514403292,0.22633744855967075,0.8193759918212891,2.9700220895468745e-06
6,32,0.0005,32,0.7880658436213992,0.2119341563786008,1.3938181400299072,4.896517564322421e-06
3,128,0.0001,16,0.7901234567901234,0.2098765432098766,6.448383808135986,1.2383174422585548e-05
4,256,0.001,16,0.7983539094650206,0.2016460905349794,32.744401931762695,5.251111501397328e-05
3,32,0.01,16,0.7942386831275721,0.20576131687242794,1.902963638305664,5.564717090139284e-06
2,128,0.005,128,0.7870370370370371,0.2129629629629629,2.207073926925659,6.04351610101493e-06
6,32,0.001,128,0.7860082304526749,0.21399176954732513,0.7789862155914307,3.170245969896077e-06
5,256,0.05,128,0.7705761316872428,0.22942386831275718,21.204596042633057,3.848415451760396e-05
4,128,0.005,64,0.808641975308642,0.191358024691358,4.445167303085327,8.950260302814606e-06
3,64,0.0001,128,0.7788065843621399,0.2211934156378601,1.1165306568145752,4.435033627268474e-06
5,64,0.01,16,0.7890946502057613,0.2109053497942387,4.309744358062744,9.188010491555083e-06
4,128,0.005,256,0.7942386831275721,0.20576131687242794,6.159323692321777,1.307227629818702e-05
3,256,0.005,64,0.8148148148148148,0.18518518518518523,20.893385410308838,3.6058214912773815e-05
3,512,0.005,256,0.7993827160493827,0.2006172839506173,20.100518703460693,3.44799917679389e-05
2,128,0.005,16,0.7901234567901234,0.2098765432098766,4.706016540527344,9.916038478341395e-06
1,32,0.0001,64,0.727366255144033,0.27263374485596703,0.299546480178833,3.1566936518335445e-06
4,512,0.005,128,0.8004115226337448,0.19958847736625518,48.45886278152466,7.549210932212686e-05
6,256,0.01,64,0.7685185185185185,0.2314814814814815,45.260138273239136,9.411015227150413e-05
1,256,0.0005,64,0.7901234567901234,0.2098765432098766,0.7499661445617676,3.7233737665656343e-06
6,32,0.005,16,0.7829218106995884,0.21707818930041156,3.3103561401367188,8.03522952303407e-06
5,64,0.0001,32,0.7788065843621399,0.2211934156378601,2.500814437866211,6.498723764667104e-06
2,256,0.001,32,0.8076131687242798,0.1923868312757202,12.883856534957886,2.24643298646975e-05
4,512,0.001,32,0.7911522633744856,0.20884773662551437,186.00579714775085,0.00028436267121114886
1,128,0.05,128,0.7890946502057613,0.2109053497942387,0.2842421531677246,3.1131962622384193e-06
5,512,0.0005,128,0.8127572016460906,0.18724279835390945,65.75938057899475,0.00010361144484174022
3,64,0.001,32,0.8076131687242798,0.1923868312757202,1.6765570640563965,5.398098173948319e-06
1,512,0.05,256,0.7777777777777778,0.2222222222222222,1.0410077571868896,4.123180295801249e-06
6,64,0.05,16,0.6327160493827161,0.3672839506172839,2.123624801635742,5.985832317445293e-06
3,64,0.0001,32,0.7993827160493827,0.2006172839506173,1.5726470947265625,5.265953010927897e-06
6,256,0.0005,16,0.7849794238683128,0.21502057613168724,54.641911029815674,8.563228733687143e-05
5,256,0.01,32,0.7973251028806584,0.2026748971193416,37.43078589439392,5.858917821357978e-05
5,32,0.0001,256,0.772633744855967,0.22736625514403297,0.5070407390594482,2.828223101072402e-06
1,64,0.01,64,0.7839506172839507,0.21604938271604934,0.3466908931732178,3.1926031918489942e-06
2,64,0.005,128,0.7983539094650206,0.2016460905349794,0.7626307010650635,3.7451761209541953e-06
5,256,0.001,32,0.7880658436213992,0.2119341563786008,38.186365365982056,6.225786884400099e-05
3,32,0.0001,32,0.7746913580246914,0.22530864197530864,1.4030098915100098,5.0192487954727615e-06
3,32,0.001,32,0.7880658436213992,0.2119341563786008,1.0733582973480225,4.3844461340228485e-06
5,32,0.01,64,0.7818930041152263,0.21810699588477367,1.0132930278778076,4.286319504651794e-06
3,512,0.05,128,0.7664609053497943,0.23353909465020573,37.54617762565613,6.089531857454705e-05
4,32,0.0005,128,0.7901234567901234,0.2098765432098766,0.6102330684661865,3.527460651469953e-06
5,512,0.0005,64,0.7993827160493827,0.2006172839506173,121.01663088798523,0.0002064924314967437
1,32,0.01,256,0.7860082304526749,0.21399176954732513,0.15545439720153809,2.915825055364308e-06
1,64,0.05,256,0.7777777777777778,0.2222222222222222,0.20386338233947754,2.9697047147518536e-06
2,256,0.0001,32,0.7952674897119342,0.20473251028806583,12.951827764511108,2.2723507299363283e-05
4,64,0.0001,64,0.7921810699588477,0.20781893004115226,1.256683349609375,4.701762632045012e-06
1,128,0.0001,16,0.7818930041152263,0.21810699588477367,1.2621004581451416,4.731963653172755e-06
1,64,0.01,128,0.7860082304526749,0.21399176954732513,0.25647926330566406,3.0682143486716112e-06
6,256,0.0001,128,0.8034979423868313,0.19650205761316875,29.47994875907898,5.00808047111733e-05
1,128,0.005,128,0.7962962962962963,0.20370370370370372,0.3368098735809326,3.163804949428149e-06
4,256,0.0005,256,0.7952674897119342,0.20473251028806583,11.628563642501831,2.2168700536291074e-05
6,128,0.05,16,0.6327160493827161,0.3672839506172839,16.421757221221924,2.7026374765633753e-05
1,512,0.05,128,0.7849794238683128,0.21502057613168724,0.8375189304351807,3.906321414582934e-06
2,256,0.01,32,0.8034979423868313,0.19650205761316875,12.253308534622192,2.192575788526625e-05
1,64,0.0001,64,0.7664609053497943,0.23353909465020573,0.3731663227081299,3.2250368571582196e-06
6,64,0.01,128,0.7860082304526749,0.21399176954732513,1.782073974609375,5.542502611529812e-06
3,32,0.005,16,0.7983539094650206,0.2016460905349794,1.9654786586761475,5.7515406296257556e-06
1,64,0.0001,256,0.7088477366255144,0.29115226337448563,0.2251119613647461,3.029945302296738e-06
5,512,0.005,32,0.8024691358024691,0.19753086419753085,227.99773812294006,0.00034576878379058543
5,512,0.001,128,0.7973251028806584,0.2026748971193416,65.47666501998901,0.0001052860402978303
6,256,0.0005,32,0.8189300411522634,0.18106995884773658,49.44222068786621,7.701203146165683e-05
3,512,0.0001,64,0.808641975308642,0.191358024691358,64.78056812286377,9.917409921695866e-05
1,32,0.001,64,0.7880658436213992,0.2119341563786008,0.3456735610961914,3.123746644069385e-06
3,128,0.005,32,0.7962962962962963,0.20370370370370372,4.60443377494812,9.570953554696397e-06
5,512,0.01,128,0.772633744855967,0.22736625514403297,63.440388917922974,0.00010089155646968045
3,128,0.005,16,0.7705761316872428,0.22942386831275718,7.0722270011901855,1.354653386026132e-05
5,32,0.01,256,0.7777777777777778,0.2222222222222222,0.5257024765014648,3.4577252939974225e-06
4,128,0.05,256,0.7921810699588477,0.20781893004115226,5.900875091552734,1.2523408831444207e-05
3,512,0.0001,32,0.8106995884773662,0.18930041152263377,120.02873039245605,0.0001805958030664626
4,128,0.001,16,0.7839506172839507,0.21604938271604934,10.386809825897217,1.907752854000441e-05
3,128,0.01,16,0.7993827160493827,0.2006172839506173,7.207008600234985,1.3793596468769228e-05
5,64,0.0005,128,0.7932098765432098,0.20679012345679015,1.6510727405548096,5.374526056255653e-06
1,256,0.05,128,0.7829218106995884,0.21707818930041156,0.41756200790405273,3.29533276515543e-06
1,256,0.0001,256,0.742798353909465,0.257201646090535,0.645665168762207,3.5971472702790126e-06
4,64,0.0001,256,0.7860082304526749,0.21399176954732513,1.1180672645568848,4.438434735550437e-06
1,512,0.0001,256,0.7592592592592593,0.2407407407407407,1.5401525497436523,5.2684276876864994e-06
3,256,0.0001,128,0.8065843621399177,0.1934156378600823,12.234805822372437,2.296594232712758e-05
5,128,0.0001,64,0.7973251028806584,0.2026748971193416,5.9675750732421875,1.201537980959947e-05
4,64,0.005,256,0.7962962962962963,0.20370370370370372,1.1074590682983398,4.454688412864503e-06
