n_layers,n_neurons,learning_rate,batch_size,val_accuracy,error,time_s,co2_kg
6,32,0.005,16,0.7829218106995884,0.21707818930041156,2.9802193641662598,6.563220618669265e-06
5,64,0.0001,32,0.7788065843621399,0.2211934156378601,2.2136247158050537,5.94230713608058e-06
2,256,0.001,32,0.8076131687242798,0.1923868312757202,12.229072093963623,2.192838485611116e-05
4,512,0.001,32,0.7911522633744856,0.20884773662551437,174.25851011276245,0.0002669375267277475
1,128,0.05,128,0.7890946502057613,0.2109053497942387,0.2906174659729004,3.1720743548606634e-06
5,512,0.0005,128,0.8127572016460906,0.18724279835390945,63.931983947753906,9.988858468772016e-05
3,64,0.001,32,0.8076131687242798,0.1923868312757202,1.4487240314483643,5.041234410194889e-06
1,512,0.05,256,0.7777777777777778,0.2222222222222222,0.963672399520874,4.173131852210899e-06
6,64,0.05,16,0.6327160493827161,0.3672839506172839,1.9024629592895508,5.667555012420842e-06
3,64,0.0001,32,0.7993827160493827,0.2006172839506173,1.4708983898162842,5.086680075045479e-06
6,256,0.0005,16,0.7849794238683128,0.21502057613168724,49.96636199951172,7.787958118200785e-05
5,256,0.01,32,0.7973251028806584,0.2026748971193416,36.7616765499115,5.906718356882419e-05
5,32,0.0001,256,0.772633744855967,0.22736625514403297,0.4694836139678955,3.3369185010887892e-06
2,64,0.005,16,0.7952674897119342,0.20473251028806583,1.7026455402374268,5.40335079711582e-06
5,64,0.005,32,0.8034979423868313,0.19650205761316875,2.143890380859375,5.984311125025308e-06
5,64,0.05,32,0.7664609053497943,0.23353909465020573,1.6821105480194092,5.371530287631507e-06
6,32,0.05,16,0.6327160493827161,0.3672839506172839,1.2777724266052246,4.4481080595374445e-06
3,128,0.01,128,0.7870370370370371,0.2129629629629629,3.1000468730926514,7.514937670677571e-06
1,256,0.0001,16,0.7860082304526749,0.21399176954732513,1.4446728229522705,5.046981005176603e-06
3,32,0.01,32,0.7808641975308642,0.21913580246913578,0.9412157535552979,4.141117179400257e-06
4,64,0.0001,256,0.7860082304526749,0.21399176954732513,0.9634623527526855,4.154953945524443e-06
4,512,0.05,64,0.7283950617283951,0.2716049382716049,88.89342188835144,0.00013574150844315207
1,512,0.01,16,0.7890946502057613,0.2109053497942387,1.6816644668579102,5.390663715829696e-06
1,32,0.01,256,0.7860082304526749,0.21399176954732513,0.13220787048339844,2.7678204057262615e-06
4,512,0.005,32,0.8024691358024691,0.19753086419753085,171.29583764076233,0.00026284322634691784
6,64,0.001,128,0.8045267489711934,0.19547325102880664,1.8052539825439453,4.862401898416506e-06
5,512,0.0001,64,0.8106995884773662,0.18930041152263377,119.40442848205566,0.00018689411584472035
4,32,0.0005,32,0.7932098765432098,0.20679012345679015,1.3105731010437012,4.864296750036943e-06
4,128,0.01,256,0.7993827160493827,0.2006172839506173,6.429575681686401,1.3219297154945896e-05
1,256,0.05,128,0.7829218106995884,0.21707818930041156,0.3890821933746338,3.2596433521551906e-06
5,128,0.01,256,0.7921810699588477,0.20781893004115226,8.16434931755066,1.6481083811412207e-05
5,128,0.005,256,0.7901234567901234,0.2098765432098766,8.382747411727905,1.686985873491377e-05
6,32,0.0001,16,0.7880658436213992,0.2119341563786008,3.1363561153411865,7.65439728600015e-06
1,32,0.0005,128,0.7685185185185185,0.2314814814814815,0.18412017822265625,2.9500341044427706e-06
3,64,0.0001,64,0.7860082304526749,0.21399176954732513,0.9413981437683105,4.114523740025447e-06
1,64,0.0005,64,0.7901234567901234,0.2098765432098766,0.37339258193969727,3.2289799699319285e-06
3,64,0.001,16,0.8055555555555556,0.19444444444444442,2.44663405418396,6.391683420242086e-06
3,64,0.01,32,0.7880658436213992,0.2119341563786008,1.319854736328125,4.7883506986781814e-06
1,128,0.005,256,0.7880658436213992,0.2119341563786008,0.27013111114501953,3.072512358223934e-06
5,128,0.0005,128,0.7860082304526749,0.21399176954732513,5.21958327293396,1.0847497739183855e-05
6,256,0.005,16,0.7870370370370371,0.2129629629629629,48.93322038650513,7.616223947991078e-05
4,64,0.0001,64,0.7921810699588477,0.20781893004115226,1.2678163051605225,4.8180044655201924e-06
3,32,0.001,32,0.7880658436213992,0.2119341563786008,0.9324593544006348,4.058371363256676e-06
3,64,0.001,128,0.7983539094650206,0.2016460905349794,0.8804609775543213,3.992097061161577e-06
5,512,0.005,128,0.8076131687242798,0.1923868312757202,62.48524022102356,0.00010047080663818042
1,128,0.005,16,0.7911522633744856,0.20884773662551437,1.2502903938293457,4.706209009218234e-06
2,128,0.001,64,0.7942386831275721,0.20576131687242794,1.765580654144287,5.51532479048353e-06
3,32,0.0001,64,0.7705761316872428,0.22942386831275718,0.6253643035888672,3.5707436119405546e-06
5,256,0.01,256,0.7983539094650206,0.2016460905349794,13.025009632110596,2.6454051473388632e-05
1,256,0.01,16,0.7860082304526749,0.21399176954732513,1.691441535949707,5.400771143509944e-06
1,512,0.005,256,0.7973251028806584,0.2026748971193416,1.141096591949463,4.256283483387957e-06
5,32,0.0001,32,0.779835390946502,0.220164609053498,2.1388099193573,6.034710696446307e-06
1,128,0.01,256,0.7921810699588477,0.20781893004115226,0.3070101737976074,3.1449825541141716e-06
4,128,0.05,64,0.7047325102880658,0.2952674897119342,3.6052191257476807,8.550151773637238e-06
3,32,0.005,256,0.7973251028806584,0.2026748971193416,0.29252076148986816,3.160224064816859e-06
2,256,0.0005,32,0.801440329218107,0.19855967078189296,12.81993818283081,2.275932301928756e-05
3,128,0.0001,128,0.779835390946502,0.220164609053498,3.6817519664764404,8.558418901357068e-06
6,256,0.01,16,0.7942386831275721,0.20576131687242794,62.62754416465759,9.844379978274968e-05
5,32,0.0005,128,0.801440329218107,0.19855967078189296,0.6920754909515381,3.6631171935254104e-06
5,512,0.0005,32,0.7962962962962963,0.20370370370370372,233.6467638015747,0.0003533791418202929
6,32,0.001,32,0.7860082304526749,0.21399176954732513,1.9111988544464111,5.6236945347973815e-06
3,64,0.01,64,0.8055555555555556,0.19444444444444442,0.9336254596710205,4.06630586694024e-06
1,64,0.05,128,0.7623456790123457,0.23765432098765427,0.22116661071777344,3.028297934696461e-06
1,512,0.01,256,0.7911522633744856,0.20884773662551437,1.303225040435791,4.913368170232044e-06
3,64,0.0005,32,0.7962962962962963,0.20370370370370372,1.6002507209777832,5.281731625438915e-06
4,512,0.01,32,0.7860082304526749,0.21399176954732513,173.09818768501282,0.00025849854211277987
4,128,0.01,32,0.7973251028806584,0.2026748971193416,6.434044122695923,1.2666450238780747e-05
3,128,0.001,64,0.7983539094650206,0.2016460905349794,3.136584520339966,7.554365686868261e-06
4,64,0.005,64,0.7860082304526749,0.21399176954732513,1.3304808139801025,4.8293960121462345e-06
3,32,0.0005,64,0.7880658436213992,0.2119341563786008,0.6904089450836182,3.6490034284321493e-06
1,64,0.0001,256,0.7088477366255144,0.29115226337448563,0.19042420387268066,2.980628239871394e-06
5,32,0.0005,256,0.7942386831275721,0.20576131687242794,0.5911276340484619,3.52540205884645e-06
4,128,0.005,32,0.8004115226337448,0.19958847736625518,6.8079047203063965,1.3073292971327513e-05
1,32,0.0005,256,0.7551440329218106,0.24485596707818935,0.16177916526794434,2.94773483734733e-06
6,512,0.01,128,0.7952674897119342,0.20473251028806583,81.08827018737793,0.00013017583456528725
5,32,0.0001,64,0.7736625514403292,0.22633744855967075,0.9481213092803955,4.106496699414396e-06
3,256,0.001,128,0.8137860082304527,0.18621399176954734,12.168028354644775,2.3366895771977186e-05
2,64,0.001,32,0.7993827160493827,0.2006172839506173,1.0474050045013428,4.367976894342753e-06
1,128,0.0001,256,0.727366255144033,0.27263374485596703,0.2932708263397217,3.1383501113705044e-06
2,256,0.01,32,0.8034979423868313,0.19650205761316875,11.873356819152832,2.1076180968977775e-05
2,256,0.005,64,0.8127572016460906,0.18724279835390945,11.553583860397339,2.122036102078915e-05
1,128,0.0005,64,0.7870370370370371,0.2129629629629629,0.5029299259185791,3.4062852338546817e-06
2,256,0.0001,32,0.7952674897119342,0.20473251028806583,13.246973037719727,2.3536699058538805e-05
1,512,0.0001,256,0.7592592592592593,0.2407407407407407,1.4166698455810547,4.973577649081076e-06
1,32,0.0001,128,0.6954732510288066,0.30452674897119336,0.17487597465515137,2.9528666743813454e-06
5,512,0.0001,128,0.7942386831275721,0.20576131687242794,68.2487678527832,0.00011032109982898688
1,256,0.01,64,0.801440329218107,0.19855967078189296,0.6956050395965576,3.486449107190582e-06
6,256,0.001,128,0.8127572016460906,0.18724279835390945,27.61260461807251,4.9403324657589476e-05
1,512,0.0001,64,0.7808641975308642,0.21913580246913578,1.245086431503296,4.747595820077396e-06
1,256,0.0005,128,0.7880658436213992,0.2119341563786008,0.6113560199737549,3.5635294308055636e-06
3,512,0.001,128,0.7870370370370371,0.2129629629629629,34.594907999038696,5.4859640882806586e-05
1,256,0.005,128,0.8065843621399177,0.1934156378600823,0.6238422393798828,3.503280039633729e-06
3,32,0.0001,32,0.7746913580246914,0.22530864197530864,1.1460363864898682,4.489294936339076e-06
5,512,0.0001,256,0.8117283950617284,0.18827160493827155,39.266273498535156,6.462019848587787e-05
2,32,0.0001,32,0.7849794238683128,0.21502057613168724,0.8636443614959717,3.927745996060482e-06
3,256,0.05,16,0.6327160493827161,0.3672839506172839,12.839087963104248,2.2910860902770136e-05
2,64,0.001,64,0.7911522633744856,0.20884773662551437,0.6829781532287598,3.6627490823488514e-06
4,256,0.0005,32,0.8004115226337448,0.19958847736625518,30.20153784751892,6.896147060760798e-05
2,64,0.05,32,0.7551440329218106,0.24485596707818935,0.9864463806152344,4.2154666507307485e-06
4,64,0.005,32,0.7901234567901234,0.2098765432098766,1.8588180541992188,5.664867993022746e-06
3,256,0.01,64,0.801440329218107,0.19855967078189296,20.834261417388916,3.5905317125550974e-05
3,256,0.005,256,0.8004115226337448,0.19958847736625518,7.5365190505981445,1.4983448841771845e-05
1,64,0.001,64,0.7942386831275721,0.20576131687242794,0.35616254806518555,2.968185018572891e-06
3,256,0.001,64,0.7870370370370371,0.2129629629629629,21.19123864173889,3.598820584764904e-05
1,64,0.001,128,0.7890946502057613,0.2109053497942387,0.26020336151123047,2.5553126883630796e-06
4,128,0.0005,256,0.8045267489711934,0.19547325102880664,6.448754549026489,1.3320035955931013e-05
4,64,0.0001,32,0.7890946502057613,0.2109053497942387,2.001574754714966,5.746719970480161e-06
3,128,0.0001,64,0.7818930041152263,0.21810699588477367,3.251473903656006,7.811503614355661e-06
5,512,0.01,128,0.772633744855967,0.22736625514403297,71.39076280593872,0.00011257569799944775
1,512,0.0001,16,0.7870370370370371,0.2129629629629629,2.1867995262145996,5.335545680288084e-06
1,64,0.01,128,0.7860082304526749,0.21399176954732513,0.22454285621643066,3.0338603787743037e-06
1,32,0.001,256,0.7736625514403292,0.22633744855967075,0.13197851181030273,2.905741334502802e-06
3,256,0.05,64,0.6584362139917695,0.34156378600823045,13.597570657730103,2.5112607332607978e-05
1,64,0.0005,128,0.779835390946502,0.220164609053498,0.24138808250427246,3.053241327002948e-06
2,256,0.001,256,0.7983539094650206,0.2016460905349794,4.819140434265137,1.085091375327276e-05
1,128,0.05,256,0.7818930041152263,0.21810699588477367,0.2442948818206787,3.0660329935424082e-06
3,128,0.05,64,0.7602880658436214,0.2397119341563786,2.223984479904175,6.0662665408419906e-06
4,32,0.0001,32,0.7808641975308642,0.21913580246913578,1.3194177150726318,4.22848124256021e-06
1,128,0.0005,256,0.7777777777777778,0.2222222222222222,0.2960386276245117,3.137865770195745e-06
1,256,0.001,16,0.7932098765432098,0.20679012345679015,1.5188565254211426,5.098108278641063e-06
1,64,0.0001,128,0.7417695473251029,0.2582304526748971,0.23993682861328125,3.0678949166280017e-06
1,64,0.005,128,0.7911522633744856,0.20884773662551437,0.24153375625610352,3.0584458731699903e-06
4,32,0.01,32,0.7890946502057613,0.2109053497942387,1.245392084121704,4.802860459823711e-06
1,256,0.001,64,0.7921810699588477,0.20781893004115226,0.8110105991363525,3.822097035754024e-06
3,32,0.001,64,0.7870370370370371,0.2129629629629629,0.6344034671783447,3.5875784818343227e-06
2,32,0.01,32,0.7829218106995884,0.21707818930041156,0.8180053234100342,3.842973223460777e-06
1,256,0.0001,128,0.7674897119341564,0.23251028806584362,0.5762271881103516,3.5182259919398546e-06
1,64,0.0005,256,0.779835390946502,0.220164609053498,0.18416953086853027,2.9937547659910202e-06
1,512,0.0001,128,0.7757201646090535,0.22427983539094654,1.2878406047821045,4.592851338827969e-06
1,64,0.001,256,0.7849794238683128,0.21502057613168724,0.21497559547424316,3.04152371997516e-06
3,32,0.01,64,0.7818930041152263,0.21810699588477367,0.6672961711883545,3.750825595470214e-06
1,32,0.01,128,0.7818930041152263,0.21810699588477367,0.18906903266906738,2.739519258965803e-06
3,32,0.001,16,0.7921810699588477,0.20781893004115226,1.7955589294433594,5.440866097825668e-06
1,256,0.0005,256,0.7849794238683128,0.21502057613168724,0.6287171840667725,3.5686795706398e-06
3,256,0.0001,128,0.8065843621399177,0.1934156378600823,11.632660150527954,2.2381541270457435e-05
1,32,0.01,64,0.7932098765432098,0.20679012345679015,0.2977433204650879,2.423824562458116e-06
1,64,0.05,64,0.7674897119341564,0.23251028806584362,0.35539770126342773,3.2110830113265447e-06
6,256,0.0001,128,0.8034979423868313,0.19650205761316875,27.12667417526245,4.8358719468433276e-05
3,64,0.0005,64,0.801440329218107,0.19855967078189296,1.121417760848999,4.457050095418265e-06
1,64,0.001,16,0.7932098765432098,0.20679012345679015,1.039257526397705,4.349869168026845e-06
1,32,0.001,64,0.7880658436213992,0.2119341563786008,0.3258323669433594,3.164591102575791e-06
3,128,0.01,16,0.7993827160493827,0.2006172839506173,7.356710910797119,1.4385716529845154e-05
4,256,0.005,32,0.779835390946502,0.220164609053498,29.829208612442017,4.904336595322089e-05
6,64,0.0001,128,0.7860082304526749,0.21399176954732513,2.010687828063965,5.748399773789396e-06
1,256,0.005,256,0.7942386831275721,0.20576131687242794,0.5967912673950195,3.5391800546407654e-06
2,256,0.001,16,0.8127572016460906,0.18724279835390945,13.420375108718872,2.3477018158293448e-05
1,256,0.001,128,0.7911522633744856,0.20884773662551437,0.6136577129364014,3.5667197810912608e-06
3,128,0.005,64,0.8045267489711934,0.19547325102880664,3.260957717895508,7.820970570913188e-06
2,256,0.05,64,0.7818930041152263,0.21810699588477367,11.218414306640625,2.104307824800744e-05
3,128,0.0001,256,0.7746913580246914,0.22530864197530864,4.54788875579834,9.981422702675473e-06
2,256,0.0001,16,0.8055555555555556,0.19444444444444442,11.8901526927948,2.136256225936778e-05
1,512,0.01,128,0.7973251028806584,0.2026748971193416,1.157487392425537,4.580089626568562e-06
4,128,0.001,64,0.7880658436213992,0.2119341563786008,4.595343828201294,9.635318492256853e-06
5,32,0.01,128,0.8034979423868313,0.19650205761316875,0.6910958290100098,3.6623904577642434e-06
2,64,0.0005,16,0.8004115226337448,0.19958847736625518,1.8782670497894287,5.686022981938021e-06
3,128,0.01,32,0.8055555555555556,0.19444444444444442,5.6602911949157715,1.1530045494410007e-05
3,256,0.0005,128,0.7993827160493827,0.2006172839506173,11.832904577255249,2.2403183188744053e-05
1,32,0.001,128,0.7788065843621399,0.2211934156378601,0.21492528915405273,3.055230978185994e-06
4,256,0.0001,32,0.8024691358024691,0.19753086419753085,31.653926849365234,5.13360765315043e-05
3,64,0.005,64,0.7993827160493827,0.2006172839506173,1.1083638668060303,4.47138222371681e-06
1,64,0.0001,64,0.7664609053497943,0.23353909465020573,0.4772512912750244,3.3928473703682116e-06
1,32,0.005,256,0.7880658436213992,0.2119341563786008,0.14512062072753906,2.944719376974295e-06
2,64,0.05,64,0.7767489711934157,0.22325102880658432,0.5891156196594238,3.5377210442205442e-06
1,32,0.0001,256,0.668724279835391,0.33127572016460904,0.1721663475036621,2.976708866335336e-06
6,256,0.0005,128,0.7993827160493827,0.2006172839506173,27.017170667648315,4.782313071412669e-05
1,256,0.0001,64,0.7705761316872428,0.22942386831275718,0.7786288261413574,3.888144365069536e-06
2,64,0.0001,64,0.7870370370370371,0.2129629629629629,0.7324342727661133,3.7273275991335573e-06
3,32,0.0001,128,0.7613168724279835,0.23868312757201648,0.6229948997497559,3.69902554201897e-06
3,64,0.001,64,0.7921810699588477,0.20781893004115226,1.0435833930969238,4.1469565672158206e-06
4,256,0.001,32,0.8065843621399177,0.1934156378600823,30.634589433670044,6.908708374609994e-05
1,256,0.001,256,0.7849794238683128,0.21502057613168724,0.7012815475463867,3.678170840825492e-06
1,128,0.0001,128,0.7510288065843621,0.2489711934156379,0.4771590232849121,3.449820020507512e-06
3,256,0.01,128,0.808641975308642,0.191358024691358,11.274584293365479,2.231809767649972e-05
1,128,0.0005,16,0.8055555555555556,0.19444444444444442,1.2511065006256104,4.7419181907074915e-06
5,256,0.0005,128,0.801440329218107,0.19855967078189296,21.5371253490448,3.9407170654458396e-05
2,128,0.001,16,0.7942386831275721,0.20576131687242794,5.297881841659546,1.0911349480678249e-05
6,256,0.0001,64,0.7880658436213992,0.2119341563786008,48.40687608718872,7.757023152104648e-05
1,32,0.01,16,0.7921810699588477,0.20781893004115226,0.886232852935791,4.012663318189296e-06
4,32,0.005,64,0.7973251028806584,0.2026748971193416,0.9129362106323242,4.044295426698559e-06
1,128,0.001,256,0.7870370370370371,0.2129629629629629,0.296522855758667,3.1445162960403886e-06
2,32,0.001,16,0.7911522633744856,0.20884773662551437,1.641824722290039,5.243784337808366e-06
1,64,0.01,256,0.7962962962962963,0.20370370370370372,0.17389678955078125,2.9769159270773715e-06
2,32,0.001,64,0.7890946502057613,0.2109053497942387,0.5082051753997803,3.4126511271629236e-06
2,512,0.001,16,0.801440329218107,0.19855967078189296,119.07749104499817,0.00017788385486057335
3,512,0.0001,128,0.8004115226337448,0.19958847736625518,38.28488278388977,6.104700811386306e-05
2,64,0.005,64,0.8055555555555556,0.19444444444444442,0.8961949348449707,3.991311254699044e-06
3,32,0.01,128,0.7777777777777778,0.2222222222222222,0.4022071361541748,3.2540327869563614e-06
4,64,0.0005,32,0.7983539094650206,0.2016460905349794,2.0971460342407227,5.291568597672977e-06
4,256,0.01,32,0.7788065843621399,0.2211934156378601,29.220218420028687,4.709166339407742e-05
2,256,0.005,32,0.7911522633744856,0.20884773662551437,11.946074485778809,2.1762477952852432e-05
2,256,0.01,16,0.7921810699588477,0.20781893004115226,11.392293930053711,2.0710314172987234e-05
4,32,0.001,64,0.7973251028806584,0.2026748971193416,0.8985195159912109,3.997558535726332e-06
2,128,0.0005,64,0.7932098765432098,0.20679012345679015,1.7147443294525146,5.451246964862309e-06
1,64,0.05,256,0.7777777777777778,0.2222222222222222,0.24683690071105957,3.145760932698009e-06
5,32,0.005,128,0.8117283950617284,0.18827160493827155,0.5968160629272461,3.512520711261748e-06
3,128,0.005,128,0.7942386831275721,0.20576131687242794,3.1714181900024414,7.695820804033867e-06
1,32,0.0005,64,0.7746913580246914,0.22530864197530864,0.2898702621459961,3.1254660421910765e-06
1,64,0.05,16,0.76440329218107,0.23559670781893005,1.1100952625274658,4.414422981247383e-06
5,64,0.01,128,0.7860082304526749,0.21399176954732513,1.714184045791626,5.504011078065032e-06
4,256,0.01,64,0.7932098765432098,0.20679012345679015,30.454149961471558,7.253566990319719e-05
1,256,0.0001,256,0.742798353909465,0.257201646090535,0.6945579051971436,3.6558588753722244e-06
3,32,0.005,64,0.7860082304526749,0.21399176954732513,0.6384484767913818,3.551475943769437e-06
1,128,0.0005,128,0.7829218106995884,0.21707818930041156,0.38208913803100586,3.257263174339834e-06
2,32,0.001,32,0.7962962962962963,0.20370370370370372,0.7554686069488525,3.713081971675006e-06
2,32,0.0005,16,0.7860082304526749,0.21399176954732513,1.3830149173736572,4.88708097314897e-06
6,32,0.001,64,0.7695473251028807,0.2304526748971193,1.050199031829834,4.355876360567194e-06
1,32,0.05,128,0.7808641975308642,0.21913580246913578,0.16155481338500977,2.9236035671810204e-06
5,32,0.01,256,0.7777777777777778,0.2222222222222222,0.5073201656341553,3.43239293644364e-06
5,64,0.0005,128,0.7932098765432098,0.20679012345679015,1.5842845439910889,5.25157291320646e-06
3,32,0.001,128,0.7788065843621399,0.2211934156378601,0.392977237701416,3.253564628564459e-06
1,128,0.001,128,0.7921810699588477,0.20781893004115226,0.3593263626098633,3.186038042510406e-06
3,256,0.01,32,0.7983539094650206,0.2016460905349794,20.82434582710266,3.461638047887829e-05
6,256,0.005,128,0.7890946502057613,0.2109053497942387,26.527374267578125,4.816643143859615e-05
1,128,0.0001,16,0.7818930041152263,0.21810699588477367,1.277620553970337,4.596593317172622e-06
2,256,0.05,32,0.7448559670781894,0.25514403292181065,12.21452283859253,2.1578921031570533e-05
2,256,0.01,64,0.808641975308642,0.191358024691358,11.349064826965332,2.1250255404531127e-05
2,32,0.01,64,0.7839506172839507,0.21604938271604934,0.554619312286377,3.4545116781955074e-06
5,256,0.01,128,0.7911522633744856,0.20884773662551437,21.826860189437866,3.9805319507382475e-05
2,32,0.005,64,0.7849794238683128,0.21502057613168724,0.579768180847168,3.5167391128579467e-06
5,32,0.005,256,0.7973251028806584,0.2026748971193416,0.7288522720336914,3.6888678081305605e-06
2,64,0.0001,16,0.7932098765432098,0.20679012345679015,2.408987045288086,6.358245037476622e-06
6,256,0.05,128,0.7407407407407407,0.2592592592592593,26.524380683898926,4.770796598300965e-05
5,32,0.005,32,0.7901234567901234,0.2098765432098766,1.372828483581543,4.96767053757248e-06
3,32,0.0005,32,0.7870370370370371,0.2129629629629629,1.095404863357544,4.41616648120815e-06
3,256,0.005,128,0.7911522633744856,0.20884773662551437,12.117334604263306,2.2938625820484162e-05
5,32,0.001,128,0.7932098765432098,0.20679012345679015,0.6566569805145264,3.6159881212180112e-06
2,256,0.0005,16,0.8076131687242798,0.1923868312757202,11.42457103729248,2.038107117024196e-05
1,32,0.05,64,0.7808641975308642,0.21913580246913578,0.26424121856689453,2.6910601147915293e-06
1,256,0.005,64,0.7973251028806584,0.2026748971193416,0.6716220378875732,3.6261024245559664e-06
5,256,0.0005,256,0.7849794238683128,0.21502057613168724,14.670585870742798,2.8101571379848415e-05
1,32,0.005,64,0.7890946502057613,0.2109053497942387,0.2953343391418457,3.116813011190602e-06
5,32,0.001,32,0.7983539094650206,0.2016460905349794,1.445439100265503,4.964296053436773e-06
3,256,0.001,32,0.7880658436213992,0.2119341563786008,21.85685896873474,3.6429573818950865e-05
4,128,0.0005,64,0.7880658436213992,0.2119341563786008,4.189496040344238,9.091871909133565e-06
4,32,0.05,32,0.7283950617283951,0.2716049382716049,0.9716012477874756,4.166293576364461e-06
2,32,0.01,128,0.7911522633744856,0.20884773662551437,0.37836217880249023,3.232761856095686e-06
3,128,0.005,256,0.8055555555555556,0.19444444444444442,4.879858493804932,1.0849005908589977e-05
2,64,0.01,64,0.8096707818930041,0.19032921810699588,0.8531363010406494,3.913146812541081e-06
1,32,0.005,128,0.7818930041152263,0.21810699588477367,0.19195032119750977,2.957021142113829e-06
3,64,0.005,32,0.7962962962962963,0.20370370370370372,1.7633512020111084,5.391224666156356e-06
5,64,0.0005,256,0.7818930041152263,0.21810699588477367,1.1331119537353516,4.2496616027195846e-06
2,512,0.001,64,0.7983539094650206,0.2016460905349794,34.618154764175415,5.403095472439536e-05
2,32,0.005,128,0.7952674897119342,0.20473251028806583,0.40012311935424805,3.2635216900922113e-06
3,256,0.0001,64,0.8065843621399177,0.1934156378600823,22.663601398468018,3.882354781903614e-05
3,512,0.0001,64,0.808641975308642,0.191358024691358,71.02492237091064,0.000109698351182833
3,32,0.05,128,0.7839506172839507,0.21604938271604934,0.37953615188598633,3.2078514990435893e-06
2,256,0.005,16,0.8106995884773662,0.18930041152263377,11.865303039550781,2.1277829038426772e-05
4,64,0.01,32,0.7942386831275721,0.20576131687242794,2.1911866664886475,5.9746339260861254e-06
1,32,0.05,256,0.7932098765432098,0.20679012345679015,0.14096522331237793,2.9144099691992044e-06
3,64,0.01,128,0.7993827160493827,0.2006172839506173,1.0044276714324951,4.213028724263527e-06
4,128,0.01,64,0.7880658436213992,0.2119341563786008,4.191238164901733,9.19086421475872e-06
5,64,0.001,128,0.7880658436213992,0.2119341563786008,1.4993245601654053,5.030727604912672e-06
1,256,0.005,16,0.8004115226337448,0.19958847736625518,2.026350736618042,5.76948224524496e-06
