layers,lr,batch,val_acc,error,time_s,co2_kg
"(128, 128, 128)",0.0005,256,0.7952674897119342,0.20473251028806583,2.450486660003662,6.9818514680219455e-06
"(256, 256, 256)",0.0001,32,0.7942386831275721,0.20576131687242794,11.154259204864502,2.0184363424887473e-05
"(32, 32, 32, 32)",0.001,32,0.7973251028806584,0.2026748971193416,1.0114777088165283,4.224593478334821e-06
"(128, 128, 128, 128, 128)",0.01,16,0.7911522633744856,0.20884773662551437,11.340996503829956,2.0519127001919365e-05
"(256, 256, 256, 256, 256)",0.05,256,0.7736625514403292,0.22633744855967075,8.938488721847534,1.8551714134234877e-05
"(128, 128, 128)",0.01,16,0.7993827160493827,0.2006172839506173,6.296136140823364,1.2282258139675328e-05
"(512,)",0.05,128,0.7849794238683128,0.21502057613168724,0.5944550037384033,3.5338506136129995e-06
"(128, 128, 128)",0.0001,256,0.7746913580246914,0.22530864197530864,1.8595144748687744,5.646370401688796e-06
"(64, 64, 64, 64, 64)",0.0005,64,0.7849794238683128,0.21502057613168724,1.2668333053588867,4.85082295766561e-06
"(64,)",0.005,256,0.7849794238683128,0.21502057613168724,0.16402482986450195,2.9470737105992134e-06
"(256, 256, 256, 256, 256)",0.0001,128,0.7983539094650206,0.2016460905349794,15.423481225967407,5.21304701986888e-05
"(64, 64, 64)",0.0001,256,0.7716049382716049,0.22839506172839508,0.613849401473999,3.5284265711479427e-06
"(32, 32, 32, 32, 32)",0.005,16,0.8117283950617284,0.18827160493827155,2.0614473819732666,5.897701607744813e-06
"(256, 256, 256, 256)",0.01,32,0.7788065843621399,0.2211934156378601,14.99838924407959,2.5937675239927428e-05
"(32, 32, 32)",0.005,32,0.7932098765432098,0.20679012345679015,0.7901911735534668,3.8290154528375265e-06
"(64, 64, 64, 64)",0.005,256,0.7962962962962963,0.20370370370370372,0.8217601776123047,3.877534116931822e-06
"(128, 128, 128, 128, 128)",0.001,16,0.7880658436213992,0.2119341563786008,11.487855672836304,2.057010082486576e-05
"(64, 64, 64, 64)",0.0001,64,0.7921810699588477,0.20781893004115226,1.022716999053955,3.839426071106134e-06
"(128, 128)",0.001,32,0.7818930041152263,0.21810699588477367,2.39371919631958,6.261145899015435e-06
"(256, 256)",0.0005,64,0.8189300411522634,0.18106995884773658,6.472980976104736,1.3646178266348765e-05
"(256, 256, 256, 256, 256, 256)",0.0001,64,0.7880658436213992,0.2119341563786008,22.43216633796692,3.803099644196332e-05
"(512, 512, 512, 512)",0.005,128,0.8004115226337448,0.19958847736625518,35.814894914627075,5.8697532623961765e-05
"(64, 64, 64, 64, 64)",0.0001,64,0.7921810699588477,0.20781893004115226,1.245598554611206,4.430188774066161e-06
"(64, 64, 64, 64)",0.0005,256,0.7952674897119342,0.20473251028806583,0.8095912933349609,3.839220488471932e-06
"(128, 128, 128, 128)",0.01,32,0.7973251028806584,0.2026748971193416,5.383532762527466,1.1315242868548932e-05
"(64, 64, 64, 64, 64, 64)",0.01,256,0.7983539094650206,0.2016460905349794,1.1220455169677734,4.4644681083941474e-06
"(256, 256, 256, 256, 256, 256)",0.01,256,0.801440329218107,0.19855967078189296,11.274662733078003,2.2586313013804367e-05
"(256, 256)",0.0001,32,0.7952674897119342,0.20473251028806583,7.460052251815796,1.449603576636426e-05
"(64, 64, 64, 64, 64, 64)",0.0001,16,0.7870370370370371,0.2129629629629629,3.7955660820007324,8.638207206186285e-06
"(512, 512, 512, 512)",0.05,16,0.6327160493827161,0.3672839506172839,252.16178607940674,0.00038612114390220315
"(128, 128, 128, 128, 128, 128)",0.0001,16,0.7890946502057613,0.2109053497942387,13.908482789993286,2.449485638623455e-05
"(32, 32)",0.0001,64,0.7777777777777778,0.2222222222222222,0.3834366798400879,3.2345475201900498e-06
"(256, 256, 256, 256, 256)",0.0005,16,0.7890946502057613,0.2109053497942387,32.19524955749512,5.065903905348986e-05
"(512, 512, 512)",0.05,256,0.7407407407407407,0.2592592592592593,14.131122589111328,2.601504710688944e-05
"(512, 512, 512, 512)",0.0001,128,0.7942386831275721,0.20576131687242794,36.64647579193115,5.9452039958501696e-05
"(32,)",0.01,256,0.7860082304526749,0.21399176954732513,0.1137237548828125,2.879441744268549e-06
"(256,)",0.01,16,0.7860082304526749,0.21399176954732513,1.0383715629577637,4.276649933376727e-06
"(64, 64, 64, 64)",0.01,32,0.7942386831275721,0.20576131687242794,1.4247004985809326,5.030342371792369e-06
"(32, 32)",0.05,64,0.7736625514403292,0.22633744855967075,0.34755969047546387,3.206676671416625e-06
"(128, 128)",0.005,256,0.7880658436213992,0.2119341563786008,1.6622862815856934,5.56341372834284e-06
"(128, 128, 128, 128, 128)",0.05,64,0.7489711934156379,0.2510288065843621,4.333253622055054,9.278834779209416e-06
"(256, 256, 256)",0.05,256,0.779835390946502,0.220164609053498,4.549058198928833,1.0961932039279949e-05
"(64,)",0.0001,128,0.7417695473251029,0.2582304526748971,0.2005620002746582,3.014290583957757e-06
"(64,)",0.005,16,0.7777777777777778,0.2222222222222222,0.8054654598236084,3.838660824692242e-06
"(64, 64, 64, 64, 64, 64)",0.01,16,0.7962962962962963,0.20370370370370372,3.7163212299346924,8.511481629090895e-06
"(128, 128, 128, 128, 128)",0.0005,128,0.7860082304526749,0.21399176954732513,3.598728895187378,8.438101034041835e-06
"(32, 32, 32)",0.001,64,0.7870370370370371,0.2129629629629629,0.4986073970794678,3.4000078327893162e-06
"(128, 128)",0.05,256,0.7818930041152263,0.21810699588477367,1.3784170150756836,4.973945642439829e-06
